,ALL,AAPL,ABT,ABBV,ACN,AMGN,AMZN,AIG,BLK,C,BAC,CAT,BK,AXP,CL,BMY,BIIB,BA,DD,CVS,COST,CMCSA,CSCO,CVX,COP,COF,DHR,EXC,FOXA,F,DUK,FDX,EMR,FB,DOW,FOX,DIS,GOOG,GOOGL,HAL,GM,HON,GILD,HD,GS,GD,GE,LMT,KO,LOW,IBM,INTC,KMI,JPM,JNJ,LLY,MDLZ,MO,MA,MS,MRK,MMM,MDT,MON,MET,MCD,MSFT,OXY,PG,ORCL,NKE,PEP,PM,PFE,NEE,PYPL,TGT,SBUX,T,QCOM,SLB,SPG,TXN,SO,VZ,USB,WFC,UNP,V,WBA,USD,UPS,UNH
1635514200,123.67,149.8,128.89,114.67,358.79,206.97,3372.43,59.09,943.46,69.16,47.78,204.01,59.2,173.78,76.19,58.4,266.68,207.03,69.6,89.28,491.54,51.43,55.97,114.49,74.49,151.03,311.77,37.939,39.74,17.08,102.01,235.53,97.01,323.57,55.97,36.96,169.07,2965.41,2960.92,24.99,54.43,218.62,64.88,371.74,413.35,202.75,104.87,332.32,56.37,233.82,119.598,49.0,16.75,169.89,162.88,254.76,60.74,44.11,335.52,102.78,88.05,178.68,119.86,,62.8,245.55,331.62,33.53,142.99,95.94,167.29,161.6,94.54,43.74,85.33,232.59,259.62,106.07,25.26,133.04,32.26,146.58,187.48,62.32,52.99,60.37,51.16,241.4,211.77,47.02,40.69,213.47,460.47
1635773400,123.51,148.96,128.94,114.81,355.32,209.79,3318.11,60.19,936.23,69.61,47.85,205.38,60.02,174.21,75.95,58.68,272.1,214.58,71.23,90.65,491.87,52.26,56.1,114.53,74.59,153.01,309.68,38.438,41.06,17.95,102.31,235.64,97.9,329.98,57.44,38.18,170.19,2875.48,2869.94,25.58,55.49,219.76,65.64,366.48,416.7,201.89,106.23,330.93,56.17,231.75,120.727,49.55,17.05,169.8,163.02,249.31,60.91,44.05,334.05,104.0,87.84,179.58,120.23,9.76,64.15,250.58,329.37,34.81,142.64,94.38,166.33,161.26,93.42,43.64,85.59,231.28,257.92,109.8,25.37,134.81,33.3,149.36,187.47,62.48,52.95,60.78,51.71,239.46,212.46,47.32,42.0,210.9,454.11
1635859800,125.18,150.02,127.71,116.53,361.5,214.26,3312.75,59.98,947.85,68.6,47.88,207.12,59.93,173.17,76.27,58.63,272.51,212.77,77.49,91.15,496.99,52.64,57.62,113.83,73.03,151.91,313.25,38.331,41.6,18.01,102.45,235.77,100.15,328.08,58.47,38.68,169.83,2917.26,2908.65,25.38,55.59,221.19,65.9,367.29,423.85,201.75,106.69,326.31,56.1,233.03,120.631,49.86,16.96,170.47,165.59,256.85,61.36,44.15,328.48,104.66,89.02,181.97,121.3,9.77,63.69,249.24,333.13,34.36,144.06,95.87,167.83,162.74,94.02,45.45,85.42,229.46,260.26,111.45,25.23,135.23,33.2,158.99,189.34,62.49,52.57,60.86,51.3,240.44,209.14,47.75,43.15,209.14,452.04
1635946200,126.12,151.49,128.7,117.57,362.1,218.13,3384.0,61.08,951.7,69.0,48.37,203.55,60.09,172.61,77.27,59.36,279.59,213.38,80.15,96.34,502.33,52.95,57.65,113.01,72.74,153.9,310.85,38.552,41.58,18.63,102.54,240.02,95.27,331.62,59.05,38.63,170.08,2935.8,2931.96,24.72,56.0,222.8,67.41,368.97,417.9,201.21,105.97,331.35,56.29,234.3,121.539,50.39,16.85,170.53,165.06,266.26,62.34,44.96,329.43,102.61,88.68,182.23,121.18,9.78,65.28,250.4,334.0,33.85,145.05,96.15,172.5,164.3,94.73,44.82,85.24,230.38,260.41,112.61,25.18,138.48,32.98,166.24,189.19,62.55,52.94,61.83,52.0,239.46,208.1,49.23,44.07,212.74,457.33
1636032600,117.1,150.96,129.09,117.06,366.8,214.93,3477.0,60.39,954.04,67.0,47.33,203.59,59.06,172.53,77.29,59.25,280.41,213.03,79.51,94.49,515.62,52.73,57.12,113.51,73.31,153.46,305.99,38.595,41.33,19.42,101.02,245.01,97.16,335.85,57.17,38.42,170.28,2973.66,2965.35,24.52,58.64,222.49,66.47,372.18,408.07,198.16,105.21,335.5,56.6,237.78,120.85,50.31,16.75,168.29,164.6,271.0,62.09,44.61,335.43,99.79,90.54,180.61,120.69,9.78,63.91,253.46,336.44,33.75,145.32,95.63,175.44,164.31,93.72,43.85,84.76,228.22,260.44,112.16,24.8,156.11,33.15,165.71,191.11,62.5,51.85,60.28,50.62,237.2,208.78,49.51,48.77,210.72,456.76
1636119000,117.16,151.28,124.37,117.18,368.46,213.77,3518.99,58.96,955.11,66.99,46.97,205.88,58.82,176.69,77.84,59.45,278.68,224.46,80.4,93.78,513.12,53.9,57.07,114.74,75.45,154.87,292.08,38.616,41.48,19.29,101.68,242.77,97.93,341.13,58.31,38.61,175.63,2984.82,2977.04,24.69,58.52,226.06,66.32,368.4,407.08,201.0,108.74,339.89,56.84,235.54,123.61,50.92,16.95,168.05,163.43,265.0,62.26,45.2,348.79,99.87,81.61,181.8,122.98,9.755,63.99,254.71,336.06,33.42,146.04,94.95,177.51,166.0,94.3,48.61,85.53,225.78,254.27,116.91,25.1,163.03,33.51,170.5,193.4,63.1,52.24,60.69,50.44,238.83,216.67,50.2,49.64,208.22,455.81
1636381800,117.06,150.44,126.8,116.06,366.93,211.37,3488.98,59.16,965.87,68.45,47.34,214.25,58.98,180.05,77.74,59.41,272.7,222.68,79.52,93.76,503.81,53.49,57.0,115.15,75.93,155.52,301.35,37.889,40.56,20.15,101.42,248.53,97.75,338.62,58.57,37.9,176.87,2987.03,2980.62,25.12,59.6,225.73,65.97,368.59,408.34,202.64,108.42,341.78,56.33,234.79,124.54,51.55,16.84,169.06,162.87,260.53,61.88,45.07,349.67,100.07,82.68,181.54,123.02,9.77,63.74,253.1,336.99,34.29,144.95,95.14,171.85,162.43,92.89,48.33,84.59,229.42,253.33,115.16,24.88,165.85,34.3,167.39,192.36,62.62,52.33,60.69,50.87,239.45,220.49,49.9,51.6,209.3,462.62
1636468200,115.19,150.81,126.43,115.61,367.47,211.71,3576.23,58.76,966.75,67.99,46.88,209.81,58.58,179.86,78.05,59.46,270.03,220.79,81.02,92.76,508.71,53.75,57.44,116.0,75.75,155.42,299.19,38.581,40.54,20.12,101.96,249.48,97.5,335.37,58.79,37.7,175.11,2984.97,2978.37,25.08,58.62,227.75,66.15,370.65,405.35,202.88,111.29,338.17,56.49,233.91,120.85,51.2,16.82,167.78,162.51,262.02,62.24,44.79,344.65,99.71,82.72,181.33,122.29,9.77,62.97,252.65,335.95,33.74,145.39,94.59,173.82,163.51,93.67,47.3,84.94,205.42,255.16,114.13,24.71,166.74,34.14,167.49,190.79,63.35,52.24,60.07,49.89,241.0,213.39,49.1,51.49,209.96,464.35
1636554600,114.11,147.92,127.82,116.75,364.74,213.21,3482.05,58.86,959.21,68.21,47.23,206.67,59.16,181.39,78.48,59.39,266.93,218.5,79.97,92.96,505.51,54.17,57.77,114.15,73.0,156.28,302.03,38.837,40.69,19.36,101.62,248.52,97.03,327.64,58.76,37.81,174.45,2932.52,2917.87,23.83,59.27,225.41,67.32,368.58,399.12,201.33,108.96,337.63,56.72,232.55,120.22,50.76,16.7,167.62,164.27,264.65,62.73,44.75,357.94,97.77,84.01,182.42,122.41,9.75,63.35,253.13,330.8,31.82,146.82,93.83,168.26,164.04,94.38,49.02,85.2,204.64,254.05,113.25,24.95,159.8,32.73,163.97,187.02,63.86,52.6,60.49,50.36,241.54,215.56,48.97,48.27,211.64,459.9
1636641000,114.66,147.87,127.25,116.63,366.21,211.56,3472.5,58.86,965.6,68.87,47.49,208.53,59.99,181.3,77.99,59.19,266.57,219.38,80.98,94.21,512.18,53.66,56.76,114.16,72.14,157.15,304.54,39.016,41.15,19.55,100.25,250.99,97.29,327.74,59.68,38.22,162.11,2934.96,2915.33,23.72,61.82,221.01,67.43,367.63,402.34,199.09,107.0,335.89,56.74,232.32,120.27,50.53,16.79,167.61,163.06,262.63,62.47,44.9,354.34,98.88,84.02,180.21,119.58,9.77,63.63,250.16,332.43,32.12,146.4,94.04,166.97,162.69,95.0,50.18,85.37,202.03,256.01,111.44,24.92,164.42,32.78,165.44,188.6,63.05,52.45,60.78,50.59,240.56,210.42,49.94,50.49,213.29,457.39
1636727400,114.71,149.99,128.45,116.97,371.23,211.39,3525.15,58.21,971.49,69.16,46.91,209.27,60.08,181.89,78.03,59.43,270.43,220.96,80.72,94.02,517.17,53.5,56.82,114.23,72.36,156.8,304.38,38.802,41.1,19.5,99.88,253.88,97.42,340.89,60.06,38.15,159.63,2992.91,2973.56,23.57,63.4,222.39,67.48,372.63,404.91,200.97,107.59,339.06,56.61,236.32,118.96,50.31,16.68,166.86,165.01,259.65,62.78,44.92,363.5,99.85,84.0,183.66,119.31,9.76,64.19,250.67,336.72,32.08,146.56,93.54,169.09,162.65,94.76,49.73,86.31,208.3,260.02,111.72,24.94,164.94,32.76,164.8,190.08,61.89,52.34,60.5,50.96,242.44,212.09,49.54,51.25,213.19,458.99
1636986600,114.8,150.0,129.44,116.84,368.45,207.4,3545.68,58.09,953.24,68.74,47.05,207.71,59.91,183.13,78.3,59.62,271.82,233.09,78.77,93.49,519.89,53.38,57.27,116.82,72.72,156.36,299.68,39.066,41.27,19.86,100.6,252.3,96.38,347.56,59.92,38.42,158.43,2987.76,2969.04,23.4,62.97,222.47,67.2,371.08,404.81,201.07,106.67,340.92,56.62,234.92,118.87,50.32,16.86,166.56,163.52,258.43,62.85,45.2,361.36,100.21,83.69,183.31,117.58,9.75,64.15,252.94,336.07,31.98,147.4,94.02,168.85,163.8,95.36,49.65,87.34,212.54,264.33,111.87,24.8,168.51,32.72,166.29,189.23,62.2,52.4,60.46,51.08,241.46,212.3,49.22,50.93,211.52,450.8
1637073000,115.35,151.0,130.89,116.42,371.16,205.39,3540.7,57.19,948.95,67.74,47.08,205.43,59.15,180.92,77.88,59.1,261.55,225.8,77.59,92.89,526.72,53.12,57.0,117.28,72.64,153.82,305.59,38.695,40.42,19.79,99.08,253.18,96.21,342.96,58.86,37.61,158.83,2981.52,2957.52,23.61,62.61,221.37,66.89,392.33,403.09,198.74,103.35,340.37,56.22,244.78,118.46,50.61,16.66,165.36,162.67,257.72,62.47,44.45,369.56,100.69,84.11,183.37,117.99,9.75,63.41,252.46,339.51,31.84,147.19,95.61,171.83,163.31,93.07,49.6,86.98,215.67,266.39,112.23,24.66,181.81,32.89,164.87,188.52,62.0,52.06,60.52,50.37,241.48,215.18,48.57,52.52,211.87,449.62
1637159400,113.23,153.49,128.62,117.35,372.78,205.82,3549.0,56.95,931.54,66.85,46.51,202.98,58.05,179.61,77.58,59.44,258.38,226.62,79.29,92.73,526.29,53.73,56.76,115.42,71.97,151.95,309.67,38.217,40.29,19.96,98.99,247.35,94.31,340.77,58.34,37.54,157.33,2981.24,2960.94,22.97,64.61,220.49,67.46,394.85,391.55,199.46,101.99,341.99,55.91,245.73,118.06,50.23,16.51,164.47,163.28,261.18,62.17,44.42,359.17,97.68,82.6,183.34,117.83,9.74,63.13,252.69,339.12,30.76,147.1,95.33,171.74,163.37,93.59,50.87,87.78,206.27,253.8,112.52,24.66,183.54,32.06,167.49,189.57,62.17,51.73,59.32,49.84,239.75,205.06,47.81,51.29,207.85,448.95
1637245800,113.06,157.87,127.64,117.07,370.78,204.02,3696.06,56.12,922.77,67.11,46.32,201.42,57.77,176.21,76.39,59.04,256.79,227.25,79.52,95.34,529.37,52.78,53.63,114.45,72.72,152.99,312.65,38.188,39.57,19.56,98.37,244.72,94.57,338.69,57.98,36.92,155.58,3014.18,2996.77,22.76,62.33,220.7,67.79,405.85,391.37,198.0,100.67,342.08,55.41,247.38,116.66,49.68,16.28,163.05,162.4,261.33,62.34,44.01,348.22,97.68,83.05,178.77,117.67,9.74,62.66,253.48,341.27,30.64,147.12,94.66,171.35,163.42,91.55,51.41,87.6,200.5,252.05,112.9,24.39,186.32,31.86,169.38,193.47,61.63,51.24,58.65,49.9,240.24,203.33,47.82,54.33,207.47,449.47
1637332200,111.94,160.55,126.84,116.24,369.79,206.08,3676.57,54.95,914.95,66.34,45.4,200.44,57.07,173.54,77.2,57.83,257.19,214.13,80.02,93.16,533.79,51.91,53.25,111.91,69.61,151.32,314.13,38.238,38.99,19.39,98.42,242.69,93.34,345.3,57.34,36.32,154.0,2999.05,2978.53,22.04,61.8,218.49,68.69,408.69,387.39,196.31,99.96,341.44,55.13,249.52,116.05,49.52,16.16,160.92,162.89,260.7,60.52,43.4,339.72,96.91,80.7,179.23,117.22,9.76,61.15,251.95,343.11,29.12,146.82,93.97,174.88,163.81,90.4,50.8,88.31,193.61,250.7,110.78,24.13,185.0,30.05,166.74,195.16,62.67,50.86,57.59,48.82,241.31,200.86,46.98,55.54,208.47,440.0
1637591400,113.55,161.02,125.26,115.65,363.3,202.73,3572.57,56.94,919.33,67.04,46.28,202.38,58.21,170.9,77.56,57.04,252.21,209.9,79.22,92.99,539.65,51.51,54.6,113.91,71.89,153.21,313.73,38.488,38.74,20.48,100.25,247.99,94.44,341.01,58.79,36.07,154.16,2941.57,2926.04,22.29,64.06,218.14,69.97,408.79,396.16,199.36,101.04,344.98,55.47,252.35,116.47,49.83,16.11,164.35,159.7,260.44,60.97,43.99,321.3,99.32,81.64,179.66,116.89,9.75,62.51,253.48,339.83,30.01,147.8,94.61,174.24,164.15,89.78,51.2,87.36,189.48,244.57,111.45,24.7,181.4,30.34,167.99,192.5,63.12,51.54,58.98,50.34,243.91,195.58,47.32,53.48,210.88,437.54
1637677800,114.9,161.41,124.48,118.88,360.7,204.53,3580.04,58.9,935.43,68.07,47.5,205.33,59.01,170.85,77.93,57.45,254.15,209.13,79.51,93.64,545.26,52.04,55.3,116.3,73.78,156.29,313.52,38.787,39.13,20.2,100.74,246.43,94.47,337.25,59.18,36.35,151.03,2935.14,2915.64,22.97,63.05,216.0,70.63,408.37,406.34,200.29,102.08,345.18,55.88,251.91,116.79,49.1,16.33,168.28,160.69,261.96,61.41,44.24,329.0,101.86,82.8,179.46,113.38,9.81,63.36,255.65,337.68,31.92,149.44,92.94,172.15,165.25,89.65,51.08,87.31,188.05,249.18,113.58,24.76,180.94,31.18,169.03,192.64,63.01,51.75,60.07,51.4,247.37,198.49,47.39,53.03,211.81,447.13
1637764200,114.7,161.94,125.07,118.66,362.37,203.97,3580.41,57.89,930.72,67.28,47.63,207.07,58.92,171.61,77.76,56.81,250.13,210.6,78.7,92.65,549.73,51.88,55.54,117.19,74.83,155.86,315.48,38.88,38.5,20.25,100.18,243.57,94.23,341.06,58.63,35.88,151.34,2934.35,2922.4,23.22,62.19,212.21,70.07,412.11,399.19,198.74,102.23,343.58,55.43,252.63,116.73,49.76,16.52,166.96,160.24,262.0,61.32,44.08,340.0,101.12,82.28,177.63,114.44,,62.63,257.11,337.91,32.01,148.66,93.58,172.03,163.74,90.03,50.89,87.21,188.71,248.76,113.97,24.47,180.71,31.41,169.03,193.6,63.1,51.66,59.84,51.31,246.6,203.25,46.62,54.76,208.47,450.16
1637937000,115.12,156.81,125.88,116.51,353.6,201.09,3504.56,56.05,901.64,65.5,45.76,198.73,56.75,156.82,77.06,56.53,242.9,199.21,76.96,91.52,546.13,51.1,54.67,114.51,71.48,149.16,323.96,38.11,37.62,19.75,99.28,238.15,90.31,333.12,57.6,35.07,148.11,2856.12,2843.66,21.65,60.17,208.21,70.27,402.7,389.39,193.37,97.84,342.72,53.73,247.69,115.81,48.78,16.26,161.93,159.2,260.37,60.25,43.74,324.17,97.93,79.16,175.52,111.05,9.81,60.1,250.01,329.68,29.7,147.47,92.33,168.02,161.14,88.68,54.0,86.09,187.79,246.57,110.66,24.22,175.74,29.7,160.48,188.26,62.04,51.8,57.5,48.43,239.79,197.65,45.9,51.63,205.3,439.91
1638196200,113.14,160.24,128.03,116.89,365.82,203.47,3561.57,54.95,928.0,65.04,45.59,195.92,57.01,157.86,77.71,54.64,236.11,198.5,77.04,92.02,554.88,51.53,55.76,114.85,72.15,147.02,326.52,38.638,36.92,19.67,100.22,240.57,90.86,338.03,56.86,34.49,147.81,2922.28,2910.61,22.25,59.86,207.66,70.65,406.82,386.54,194.44,98.4,341.23,54.58,248.58,118.5,50.0,16.01,161.23,159.75,254.83,60.64,43.48,323.01,97.23,74.89,176.23,110.28,9.78,59.89,250.3,336.63,30.06,149.02,92.94,169.87,164.14,87.35,52.4,88.66,187.24,249.16,110.73,23.89,183.74,29.65,159.94,194.38,62.82,51.66,57.4,49.16,239.46,196.29,46.08,56.2,204.64,452.0
1638282600,108.72,165.3,125.77,115.28,357.4,198.88,3507.07,52.6,904.61,63.7,44.47,193.35,54.79,152.3,75.02,53.63,235.74,197.85,73.96,89.06,539.38,49.98,54.84,112.87,70.13,140.53,321.64,37.611,35.71,19.19,97.01,230.37,87.84,324.46,54.93,33.6,144.9,2849.04,2837.95,21.59,57.87,202.24,68.93,400.61,380.99,188.97,94.99,333.32,52.45,244.59,117.1,49.2,15.46,158.83,155.93,248.04,58.94,42.64,314.92,94.82,74.91,170.04,106.7,9.8,58.66,244.6,330.59,29.65,144.58,90.74,169.24,159.78,85.94,53.73,86.78,184.89,243.84,109.64,22.83,180.56,28.68,152.84,192.37,61.1,50.27,55.34,47.78,235.64,193.77,44.8,54.08,198.37,444.22
1638369000,107.13,164.77,126.74,115.91,360.14,200.8,3443.72,51.72,900.33,62.52,43.84,191.47,54.14,150.06,75.39,54.95,229.5,188.19,73.79,88.78,529.84,49.08,55.03,112.1,69.2,138.37,319.72,37.297,34.44,19.58,96.62,227.78,86.79,310.6,52.76,32.22,142.15,2832.36,2821.03,21.15,58.06,199.42,68.93,400.42,376.48,189.45,93.0,328.42,52.3,245.34,116.92,48.6,15.27,157.89,158.08,249.13,58.56,42.99,306.28,95.26,74.44,170.73,105.47,9.78,57.11,244.18,330.08,28.95,146.4,89.75,166.7,160.16,86.87,54.68,87.84,179.32,240.39,108.66,22.23,175.63,28.38,147.72,191.76,61.14,49.77,54.85,47.21,233.25,190.16,43.72,52.16,194.15,444.34
1638455400,109.68,163.76,128.38,116.87,365.3,201.17,3437.36,53.96,918.85,63.81,44.89,196.79,56.15,156.77,75.48,55.41,228.52,202.38,75.28,89.99,525.51,51.5,56.15,115.14,71.26,143.36,316.06,37.746,35.33,19.87,97.65,235.3,90.38,310.39,53.18,32.91,147.2,2875.53,2859.32,22.02,61.02,204.0,69.67,407.77,387.54,194.48,95.23,330.53,53.07,250.39,116.9,49.5,15.73,161.21,157.09,247.88,59.46,43.21,320.2,98.86,,170.26,107.28,9.78,59.33,248.8,329.49,29.65,147.26,89.99,170.0,160.62,87.84,53.04,88.62,187.15,245.5,111.42,23.05,177.03,29.32,151.86,193.58,62.01,50.73,56.6,48.91,240.08,198.29,44.62,52.53,199.9,446.02
1638541800,108.32,161.84,130.27,118.85,361.42,202.44,3389.79,53.32,899.57,62.76,43.87,197.8,54.88,155.94,76.77,56.32,223.92,198.49,75.48,90.87,528.93,51.78,56.23,114.41,71.11,141.9,312.94,37.618,36.04,19.14,99.88,240.84,90.28,306.84,53.07,33.54,146.22,2850.41,2840.03,22.0,59.71,203.5,69.56,407.81,382.73,197.63,92.77,333.81,53.54,248.69,118.84,49.25,15.59,158.29,159.38,245.58,60.26,43.92,322.11,98.21,73.34,172.59,106.87,9.79,59.42,249.33,323.01,29.16,149.88,88.24,170.24,164.71,89.38,54.27,88.03,183.93,247.57,111.24,23.46,176.51,29.24,149.19,193.38,62.83,51.42,55.59,47.75,240.43,196.32,46.53,51.17,200.73,449.32
1638801000,109.78,165.32,132.47,121.35,362.23,208.79,3427.37,54.77,896.7,62.52,44.15,201.28,55.43,160.68,78.58,56.83,224.11,205.88,76.39,92.65,533.2,52.35,56.96,116.2,72.81,145.94,306.9,38.181,36.52,19.22,101.21,245.05,90.94,317.87,53.88,33.92,150.37,2875.93,2863.1,22.58,59.84,206.25,69.5,415.7,389.3,199.57,96.01,339.96,54.91,251.18,119.91,50.99,15.78,160.16,162.94,246.33,61.42,44.43,333.33,99.27,73.42,177.2,110.24,9.79,59.67,255.79,326.19,29.84,152.15,88.94,168.91,166.42,91.39,51.48,89.15,184.86,242.97,113.36,23.28,175.45,30.01,152.6,194.61,64.66,51.07,56.88,48.81,246.06,202.68,48.3,50.7,202.06,460.11
1638887400,110.24,171.18,,121.51,371.34,211.32,3523.29,55.19,920.92,62.9,44.71,204.49,56.13,166.95,77.81,57.13,226.83,208.83,77.54,92.93,542.02,49.58,58.08,117.92,74.57,148.58,313.35,38.459,36.48,19.96,101.17,247.06,92.23,322.81,54.86,33.95,150.81,2960.73,2945.39,23.4,61.53,207.15,69.65,416.18,400.11,199.32,97.55,339.17,55.21,256.91,121.58,52.57,16.23,162.57,163.36,245.11,61.41,44.49,339.51,102.5,72.28,176.55,112.27,9.8,60.53,259.91,334.92,31.12,151.75,90.05,171.29,166.23,90.41,51.72,90.41,191.02,245.63,116.26,23.08,183.72,30.76,156.25,199.03,64.47,50.79,57.69,50.25,247.47,207.37,48.23,56.22,205.39,464.73
1638973800,109.02,175.08,132.37,121.87,374.53,213.53,3523.16,54.97,923.86,62.46,44.16,204.19,56.32,168.93,77.76,57.6,234.72,211.03,78.26,93.1,530.11,48.94,57.02,118.45,74.11,148.81,318.26,38.11,36.75,19.81,100.85,244.75,92.48,330.56,54.91,34.28,153.34,2974.41,2963.73,23.79,60.78,204.65,69.71,411.25,397.32,200.88,98.28,341.08,55.0,256.74,123.02,51.75,16.24,160.71,164.34,244.32,60.88,44.52,342.34,101.25,73.21,176.04,112.42,9.8,60.62,259.58,334.97,30.77,152.43,88.94,170.25,166.52,89.89,51.4,90.32,197.35,239.6,116.25,23.17,182.63,31.06,157.45,196.39,64.75,50.49,57.04,49.41,247.6,208.99,48.5,55.38,204.72,468.86
1639060200,107.67,174.56,132.53,124.15,371.45,212.57,3483.42,54.81,919.08,62.14,44.49,204.13,57.08,168.02,78.0,57.54,232.43,207.56,78.64,97.31,524.33,47.81,57.55,118.14,72.55,149.17,319.28,37.903,36.54,19.57,100.28,245.25,91.99,329.82,54.39,34.15,152.94,2962.12,2952.77,23.49,59.62,206.0,70.3,411.34,396.49,201.93,97.83,343.6,54.86,258.15,123.57,50.48,16.01,160.46,165.9,242.9,60.99,44.59,344.52,100.58,72.86,175.94,112.81,9.76,60.88,262.34,333.1,30.24,153.32,88.77,168.1,166.31,89.5,52.08,89.91,191.75,237.56,115.35,22.94,182.26,30.62,152.24,193.4,64.57,50.16,57.21,49.69,247.25,211.39,49.17,52.42,206.54,473.32
1639146600,108.02,179.45,134.37,125.47,379.44,210.89,3444.24,54.39,925.16,60.71,44.52,203.46,56.73,167.03,79.47,56.36,232.62,205.06,80.04,98.86,558.82,48.45,59.25,118.34,73.49,150.41,317.49,38.452,36.82,21.45,101.51,246.28,92.59,329.75,54.68,34.24,152.71,2973.5,2960.03,23.93,63.21,209.81,70.25,415.4,391.06,204.93,96.95,344.88,56.28,261.38,124.09,50.59,16.16,159.82,165.49,244.14,62.26,45.09,349.92,98.43,72.62,177.1,112.43,9.76,60.63,264.97,342.54,30.77,155.46,102.63,169.06,168.97,90.04,52.78,90.28,188.51,238.18,116.73,22.84,183.88,30.99,152.42,196.0,65.08,50.19,57.77,50.2,248.46,213.4,49.5,53.09,209.11,478.23
1639405800,108.2,175.74,135.96,126.51,377.72,211.39,3391.35,53.84,917.66,60.18,43.58,201.25,56.13,163.3,81.14,59.05,234.5,197.4,77.63,98.9,557.22,47.71,58.61,115.88,71.02,146.04,318.51,38.616,36.31,20.43,103.04,240.9,92.33,334.49,53.32,33.8,150.43,2934.09,2916.53,22.71,59.13,209.23,70.61,405.24,384.64,203.49,93.13,345.55,57.76,257.24,122.58,50.0,15.93,157.92,168.45,248.53,63.17,45.36,345.31,97.17,73.42,174.58,112.86,9.75,59.87,263.09,339.4,29.23,157.67,100.89,166.84,169.81,91.67,55.2,91.74,186.38,234.17,115.56,22.44,183.32,29.83,151.1,193.24,66.18,50.28,56.82,48.56,245.74,211.02,49.14,49.65,206.31,478.14
1639492200,110.71,174.33,132.94,127.29,369.73,213.74,3381.83,54.66,902.38,60.64,44.13,201.64,56.78,162.85,82.13,59.51,230.76,195.5,77.64,98.78,545.34,48.76,57.77,116.22,70.68,147.92,307.7,38.409,35.98,20.05,102.77,240.04,91.35,333.74,53.88,33.47,149.1,2899.41,2878.14,22.48,58.4,206.68,70.52,402.2,388.82,203.47,92.11,345.64,57.8,252.46,123.76,49.7,15.82,159.13,170.29,249.38,63.39,45.4,340.55,98.82,73.72,174.72,111.69,9.75,60.8,262.52,328.34,28.74,158.25,99.89,165.4,169.39,91.92,55.54,90.03,186.8,235.28,114.71,22.29,181.98,29.67,150.93,190.27,65.97,50.65,57.31,48.89,244.61,209.98,49.32,49.25,203.74,479.46
1639578600,113.52,179.3,135.56,130.23,375.3,219.25,3466.3,54.36,914.91,60.24,43.94,202.55,56.9,162.24,82.76,60.61,235.88,195.43,78.34,100.55,565.48,48.18,59.93,115.56,70.71,147.39,314.98,39.009,36.25,20.19,103.82,240.78,92.73,341.66,54.04,33.73,150.4,2947.37,2928.82,22.27,58.61,209.76,71.21,407.81,389.91,206.24,92.08,344.42,58.06,257.54,123.11,50.67,15.87,157.94,171.14,275.28,64.79,45.96,346.35,99.43,75.29,175.78,104.94,9.76,60.82,264.52,334.65,28.52,158.86,103.65,163.9,171.57,92.73,58.8,92.0,190.66,236.65,114.68,22.17,189.28,29.31,152.04,193.44,66.75,50.55,56.74,48.94,247.12,212.31,49.66,53.66,205.77,494.38
1639665000,115.82,172.26,136.09,131.78,400.6,222.58,3377.42,55.28,921.55,61.07,45.0,206.17,58.42,163.0,83.95,62.17,235.52,190.79,78.71,101.22,552.63,48.84,60.31,116.64,71.7,148.02,318.49,38.773,37.01,20.35,104.54,238.52,93.89,334.9,54.6,34.32,148.75,2896.77,2888.9,22.56,58.39,209.61,72.31,399.53,397.37,206.18,92.53,344.84,58.65,253.24,125.93,50.83,15.86,160.41,173.01,279.04,65.69,47.35,352.92,100.3,75.91,178.31,102.21,9.76,61.39,265.55,324.9,28.38,161.11,103.22,162.72,171.82,94.38,61.25,92.23,188.75,224.78,113.59,23.71,178.15,29.7,151.66,188.24,67.55,52.75,57.43,50.3,248.35,214.37,49.26,48.64,207.97,492.86
1639751400,114.14,171.14,137.11,129.53,396.24,222.5,3400.35,54.11,913.57,59.54,43.88,201.37,57.5,160.01,82.48,61.56,237.43,192.63,76.51,100.36,547.61,48.75,60.46,113.6,68.61,144.08,313.41,38.174,36.96,19.77,103.04,250.32,90.69,333.79,54.1,34.22,148.76,2856.06,2834.5,22.11,55.16,205.17,72.21,387.98,381.8,202.2,91.45,344.14,57.73,248.09,127.4,50.62,15.6,156.76,168.23,267.42,64.96,48.25,349.31,97.13,75.69,174.75,100.63,9.77,60.25,261.7,323.8,28.04,157.46,96.62,161.36,168.3,93.45,59.48,90.94,186.2,223.31,108.63,23.78,176.8,28.97,150.73,186.3,66.84,53.17,55.73,47.95,242.69,211.88,48.85,47.97,206.59,487.12
